id_song,date,points,lyrics
1461,2019-10-17,1000 €,Les murs
1461,2020-02-19,1000 €,Ni bombes
1461,2020-02-19,2000 €,Blanche comme le linge
1461,2020-02-19,5000 €,Répand du fard sur les hommes
1461,2020-06-29,30 points,Il colore mon pays
1461,2021-07-07,20 points,Est un ami
1461,2021-10-16,50 points,S'engagent sur des routes à l'envers
1461,2022-01-01,50 points,Mais là-haut décide fait le ménage fait le vide
1463,2015-06-04,30 points,Aux longues plages de silence
1463,2018-07-28,30 points,Et nos belles différences
1463,2019-02-12,50 points,Et qui n'existent pas y devenir sourds
1463,2019-03-26,1000 €,Dernière fois
1463,2019-03-26,2000 €,D'amour pour toi
1463,2019-03-26,5000 €,Des villes en un fort une presqu'île
1463,2020-01-28,30 points,Aux longues plages de silence
1463,2020-07-22,20 points,Tes larmes retenir
1463,2020-08-10,50 points,Et qui n'existent pas y devenir sourds
1463,2020-12-17,20 points,Nos belles différences
1463,2021-05-11,40 points,Aux vautours tous nos plus beaux discours
1463,2021-09-24,20 points,À me taire
1464,2018-07-17,1000 €,soit triste
1464,2018-07-17,2000 €,juste après leur enfance
1464,2018-12-17,30 points,Ces chasseurs de primes
1464,2019-02-10,30 points,Ces chasseurs de primes
1464,2020-03-12,40 points,Un peu d'amour et quelques cendres
1464,2020-09-22,1000 €,L'estime
1464,2021-04-21,40 points,Qui s'enroulent et qui meurent
1464,2021-08-09,1000 €,soit triste
1464,2021-08-09,2000 €,un peu moins tard
1464,2021-08-09,5000 €,qui s’enroulent et qui meurent
1464,2021-08-09,10000 €,pour y répandre un peu d’amour et quelques cendres
1464,2021-11-25,20 points,Commettent un crime
1464,2022-02-15,40 points,Le laissera vieillir juste après leur enfance
1465,2021-11-22,1000 €,Un nuancier
1465,2022-04-14,1000 €,vingt heures
1466,2021-11-27,30 points,Ce soir avec nous
1467,2018-03-22,1000 €,Nos nuits
1467,2020-08-01,1000 €,Nos nuits
1467,2021-08-19,1000 €,Bestioles cancrelats
1468,2016-02-15,30 points,Les plaisirs de la vie
1470,2021-06-11,30 points,Bien attendre jusqu'à demain
1471,2016-02-19,1000 €,elle souriait
1471,2020-02-04,1000 €,elle souriait
1473,2015-01-16,1000 €,en maître
1473,2015-01-16,2000 €,sont mis à genoux
1473,2015-01-16,5000 €,de noël des fusils des canons
1473,2015-01-16,10000 €,moi je pense à l'enfant entouré de soldats
1473,2015-01-16,20000 €,mais je ne devrais pas toutes ces choses là ne me regardent pas
1473,2015-06-15,30 points,À genoux pour prier
1473,2018-03-13,1000 €,la planète
1473,2018-07-21,1000 €,la planète
1473,2018-07-21,2000 €,ont chanté avec nous
1473,2018-07-21,5000 €,se sont mis à genoux pour prier
1473,2018-07-21,10000 €,de Noël des fusils des canons j'ai pleuré
1473,2018-07-21,20000 €,entouré de soldats moi je pense à l'enfant qui demande pourquoi tout le temps
1473,2018-12-04,1000 €,croyais vivant
1473,2018-12-04,2000 €,mais tout a continué
1473,2019-02-21,1000 €,la planète
1473,2019-02-21,2000 €,mais tout a continué
1473,2019-02-21,5000 €,bien des gens ont chanté avec nous
1473,2019-02-21,10000 €,de Noël des fusils des canons j'ai pleuré
1473,2019-02-21,20000 €,à tout ça mais je ne devrais pas toutes ces choses là ne me regardent pas
1473,2019-09-19,40 points,Des fusils des canons j'ai pleuré
1473,2020-04-23,40 points,Des fusils des canons j'ai pleuré
1475,2020-11-21,30 points,Ne le sait pas
1475,2021-01-07,20 points,est ta sœur
1475,2021-03-26,1000 €,Pas marié
1475,2021-03-26,2000 €,Ne le sait pas
1476,2020-07-14,30 points,Ça c'est juré
1477,2016-09-03,20 points,Jusqu'à Pâques
1477,2018-12-22,20 points,Jusqu'à Pâques
1477,2020-07-23,1000 €,Les jeudis
1477,2022-04-23,30 points,Bien loin d'ici
1479,2017-12-31,10 points,À chanter
1479,2018-03-24,20 points,Pas les copains
1479,2018-05-31,40 points,Se marrer et se mettre à chanter
1479,2020-02-03,10 points,Rien mangé
1479,2021-12-15,30 points,Pas de premier couplet
1479,2022-03-16,30 points,Pas fini la poire
1480,2013-07-02,40 points,Et voir la vie en bleu
1480,2014-07-14,20 points,À l'eau
1480,2014-08-28,30 points,La nuit en catimini
1480,2016-01-13,1000 €,des étoiles
1480,2016-01-13,2000 €,jouer sur un pari
1480,2016-01-13,5000 €,au milieu de la nuit en catimini
1480,2016-12-11,40 points,Boire un dernier martini
1480,2017-01-18,50 points,Du Campari quand Paris est à l'eau
1480,2017-03-15,50 points,Se lever à la Madone envoyer des baisers
1480,2017-11-21,30 points,Paris est à l'eau
1480,2018-05-05,40 points,Un bain sur une plage à Capri
1480,2018-11-07,50 points,Voir sur ta peau le soleil se lever
1480,2019-08-06,30 points,Paris est à l'eau
1480,2019-11-26,40 points,Un bain sur une plage à Capri
1480,2020-03-19,50 points,Se lever à la Madone envoyer des baisers
1480,2020-10-08,50 points,Aller prendre un bain sur une plage à Capri
1480,2020-12-16,1000 €,Sera bien
1480,2020-12-16,2000 €,Le sud de l'Italie
1480,2020-12-16,5000 €,Un dancing avec vue sur l'Arno
1480,2020-12-16,10000 €,S'en aller au matin boire un dernier martini
1480,2020-12-16,20000 €,À Capri voir sur ta peau le soleil se lever à la Madone envoyer des baisers
1480,2021-04-29,50 points,Se lever à la Madone envoyer des baisers
1480,2021-08-27,50 points,Dans un dancing avec vue sur l'Arno
1480,2021-11-22,50 points,Prendre un bain sur une plage à Capri
1480,2022-02-14,40 points,Au matin boire un dernier Martini
1480,2022-11-01,40 points,Toute la nuit danser le Calypso
1480,2022-12-04,50 points,Se lever à la Madone envoyer des baisers
1480,,20 points,Calypso en Italie
1482,2015-06-19,30 points,Trop à de la miséricorde
1482,2017-09-22,30 points,Avec un grand C
1482,2019-08-08,50 points,Ressemblerait encore beaucoup trop à de la miséricorde
1482,2019-09-18,1000 €,De moi
1482,2019-09-18,2000 €,Qui se mange froid
1482,2019-09-18,5000 €,Est loin d'être petit petit
1482,2019-09-18,10000 €,Ce qui ressemblerait encore beaucoup trop à de la miséricorde
1482,2019-09-18,20000 €,Apprends que dès l'antiquité les guerrières de certaines tribus soignaient ce genre de vanité
1482,2020-03-01,30 points,Trop à de la miséricorde
1482,2020-04-22,1000 €,De moi
1482,2020-04-22,2000 €,Qui se mange froid
1482,2020-04-22,5000 €,Est loin d'être petit petit
1482,2020-04-22,10000 €,Ce qui ressemblerait encore beaucoup trop à de la miséricorde
1482,2020-04-22,20000 €,Apprends que dès l'antiquité les guerrières de certaines tribus soignaient ce genre de vanité
1482,2020-08-15,50 points,Ressemblerait encore beaucoup trop à de la miséricorde
1482,2020-09-18,50 points,De certaines tribus soignaient ce genre de vanité
1482,2021-04-28,40 points,Appétit est loin d'être petit petit
1482,2021-10-14,1000 €,Six mois
1482,2021-10-14,2000 €,Vas me le payer
1482,2021-10-14,5000 €,Et tu vas te glacer d'effroi
1482,2021-10-14,10000 €,À ton cou vite avant que je te le torde
1483,2013-07-03,10 points,De dessert
1483,2014-01-13,20 points,Sont des lipsticks
1483,2015-04-21,10 points,De dessert
1483,2016-05-08,20 points,Sont des lipsticks
1483,2017-02-10,40 points,Laissent des marques rouges sur l'antarctique
1483,2018-03-09,20 points,Sur l'Antarctique
1483,2018-07-20,20 points,Amour de dessert
1483,2019-02-12,30 points,Confites sont des lipsticks
1483,2019-05-31,20 points,Sont des lipsticks
1483,2019-07-27,30 points,Marques rouges sur l'antarctique
1483,2019-10-15,30 points,Que les choses se déclenchent
1483,2020-06-26,30 points,Que les choses se déclenchent
1483,2020-08-12,40 points,Baisers givrés sur les montagnes blanches
1483,2021-04-16,50 points,Qui laissent de marques rouges sur l'Antarctique
1483,2021-07-01,40 points,Des marques rouges sur l'Antarctique
1483,2021-09-06,30 points,Le faire fondre une tactique
1483,2021-10-09,20 points,Amour de dessert
1483,2021-10-22,50 points,Si tu cherches un truc pour briser la glace
1483,2021-12-29,30 points,S'écroule en avalanche
1483,2022-07-05,30 points,Sur les montagnes blanches
1484,2015-11-27,1000 €,Les blondes
1484,2015-11-27,2000 €,Qu'on la tonde
1484,2015-11-27,5000 €,Et puis à quoi ça les mène
1484,2017-01-14,50 points,Sang chaud qui coule on la joue pas cool
1484,2018-02-04,20 points,Ça les mène
1484,2018-03-08,20 points,Des blondes vénitiennes
1484,2018-06-29,50 points,Sang chaud qui coule on la joue pas cool
1484,2018-08-03,1000 €,les blondes
1484,2018-08-03,2000 €,en moins d'une seconde
1484,2018-08-03,5000 €,et puis à quoi ça les mène
1484,2018-08-03,10000 €,du sang chaud qui coule on la joue pas cool
1484,2018-08-03,20000 €,"plus que les blondinettes, on a plus d'éclat que ces pauvres filles là et puis voilà"
1484,2019-03-25,50 points,Sang chaud qui coule on la joue pas cool
1484,2019-07-23,50 points,Qu'on en jette plus que les blondinettes
1484,2019-10-09,20 points,Chaud qui coule
1484,2020-04-14,20 points,Chaud qui coule
1484,2020-08-28,40 points,Sophia Loren je suis pas daltonienne
1484,2020-11-13,50 points,Sûr qu'on en jette plus que les blondinettes
1484,2021-01-26,30 points,On la joue pas cool
1484,2021-03-19,40 points,Et puis à quoi ça les mène
1484,2021-05-17,20 points,Chaud qui coule
1484,2021-06-25,30 points,Et dans nos artères
1484,2021-08-10,40 points,Sophia Loren je suis pas daltonienne
1484,2021-11-22,40 points,Brunettes se font appeler des blondes vénitiennes
1484,2022-05-03,20 points,Joue pas cool
1486,2018-04-17,20 points,Mecs s'usent
1486,2019-02-01,1000 €,La paresse
1486,2019-02-01,2000 €,En négligé de soie
1486,2019-02-01,5000 €,Et tous les beaux mecs s'usent
1486,2019-07-31,1000 €,Est heureuse
1486,2020-01-20,1000 €,La paresse
1486,2020-01-20,2000 €,Passive elle est pensive
1486,2020-01-20,5000 €,Elle balance son cul avec indolence
1486,2020-01-20,10000 €,Elle se balance de savoir ce que les autres pensent
1486,2020-01-20,20000 €,Elle déchire les pages de tous les dictionnaires elle n'a que quelques mots a son vocabulaire
1486,2020-12-31,40 points,De savoir ce que les autres pensent
1486,2021-04-02,1000 €,Qu'est-ce
1486,2021-04-02,2000 €,La plus heureuse des paresseuses
1486,2021-04-02,5000 €,Et tous les beaux mecs s’usent
1486,2021-06-17,20 points,Cul avec indolence
1487,2020-01-01,50 points,Loin de moi une larme cachée dans l'œil
1487,2020-06-07,20 points,Pour être vrai
1487,2020-11-26,1000 €,nos phéromones
1487,2021-04-10,1000 €,les cigales
1487,2021-04-10,2000 €,ce que la distance entraîne
1487,2021-04-10,5000 €,une seconde de souvenir dans le crâne
1487,2021-04-10,10000 €,tout foiré cette année c'est toujours en chantier
1487,2021-04-10,20000 €,la même voiture on fonce vers la mort on se déteste tellement qu'on refait l'amour
1488,2014-10-09,40 points,Suffit je suis heureuse comme ça
1488,2017-02-10,30 points,Que tu penses à moi
1488,2018-01-31,40 points,Suffit je suis heureuse comme ça
1488,2018-05-29,20 points,Dans tes yeux
1488,2019-07-23,30 points,L'on est amoureux
1488,2019-08-01,1000 €,la fête
1488,2020-07-07,1000 €,Tes bras
1488,2020-07-07,2000 €,Tu penses à moi
1488,2020-07-07,5000 €,De le lire dans tes yeux
1488,2020-07-11,1000 €,la fête
1488,2020-07-11,2000 €,tu penses à moi
1488,2020-07-11,5000 €,de le lire dans tes yeux
1488,2021-09-30,10 points,De moi
1488,2021-12-25,50 points,Qui dit je t'aime et ça me va
1489,2014-11-18,1000 €,Livre ouvert
1489,2014-11-18,2000 €,Tous nos moindres secrets
1489,2016-02-22,1000 €,à découvert
1489,2018-05-03,1000 €,livre ouvert
1489,2018-05-03,2000 €,où quand tu voudras
1489,2018-05-03,5000 €,on ne laissera rien au hasard
1489,2018-07-27,20 points,Faire des folies
1489,2018-10-01,20 points,Faire des folies
1489,2019-04-10,40 points,Se parle de tout et de rien
1489,2019-06-22,50 points,J'ai bien l'impression qu'on se ressemble
1489,2020-01-04,20 points,Redonnera l'espoir
1489,2020-01-16,40 points,Pour un garçon ou pour un détail
1489,2020-11-28,30 points,Prête à faire des folies
1489,2021-03-06,50 points,J'ai bien l'impression qu'on se ressemble
1489,2021-03-30,40 points,Tout pour toi tout pour moi
1489,2021-08-27,50 points,Qu'on se parle de tout et de rien
1490,2017-01-21,1000 €,Une fois
1490,2018-04-23,1000 €,Une jalousie
1490,2018-04-23,2000 €,Trouvé un remède efficace
1490,2018-04-23,5000 €,Souviens toi de ces instants précieux
1490,2018-08-20,20 points,Bien plus belle
1490,2018-12-24,1000 €,Une fois
1490,2021-02-25,1000 €,Une jalousie
1490,2021-08-07,1000 €,Même moi
1490,2022-10-01,1000 €,Faux pas
1490,2022-10-01,2000 €,Rivés sur le temps
1490,2022-10-01,5000 €,De ces histoires d'amour tellement essentielles
1490,2022-10-01,10000 €,Belle devant la douleur tu dois savoir faire face
1490,2022-10-01,20000 €,Je suis prête à tout surmonter maintenant je ne veux plus jamais renoncer à la positive attitude
1491,2021-03-22,1000 €,cœur chavirer
1491,2021-03-22,2000 €,rien qu'une fois
1491,2021-05-26,20 points,Dans ses bras
1492,2016-06-01,30 points,Je me retrouve à Cuba
1492,2016-11-14,20 points,Rio de Janeiro
1492,2018-03-28,40 points,De salsa je me retrouve à Cuba
1492,2018-11-07,40 points,Sur ma peau me fait vibrer
1492,2019-03-08,1000 €,Mes cheveux
1492,2020-01-28,30 points,Ne plus s'arrêter
1492,2020-08-31,50 points,Moi j'aime ça et hasta la vista
1492,2021-10-25,30 points,Ne plus s'arrêter
1492,2022-02-17,30 points,Ma peau me fait vibrer
1493,2013-03-29,50 points,Par dizaines on sait où ça nous mène
1493,2014-04-25,40 points,Airs innocents ce sont de vrais brigands
1493,2014-12-12,20 points,Ça les agace
1493,2018-04-13,20 points,Leurs amours fugaces
1493,2019-06-28,40 points,On sait où ça nous mène
1493,2019-12-01,50 points,Pour leurs amours fugaces je sais ça les agace
1493,2020-07-01,50 points,La peine des dragueurs y'en a par dizaine
1493,2020-09-23,50 points,La peine des dragueurs y'en a par dizaine
1493,2020-11-05,20 points,Ça les agace
1493,2020-11-12,50 points,D'eux s'égare pour jouer le prince charmant
1493,2020-12-08,10 points,Vrais brigands
1493,2021-04-09,40 points,On sait où ça nous mène
1493,2021-11-12,30 points,Ce sont de vrais brigands
1493,2022-11-02,20 points,Ça les agace
1494,2021-01-02,20 points,La nouvelle semaine
1495,2021-10-21,30 points,En toi et moi
1496,2016-01-13,50 points,"Sont cassés, envolés les espoirs et nos cœurs défoncés"
1496,2016-02-19,30 points,Et nos cœurs défoncés
1496,2016-06-12,30 points,Hypocrisie d'un soir
1496,2017-01-16,40 points,D'un couloir tu voulais aller
1496,2017-11-04,30 points,Hypocrisie d'un soir
1496,2017-11-15,1000 €,La saison
1496,2017-11-15,2000 €,Et tout est terminé
1496,2017-11-15,5000 €,Partie pour un soir juste lui parler
1496,2017-11-15,10000 €,Verres sont cassés envolés les espoirs et nos cœurs défoncés
1496,2018-03-14,30 points,Hypocrisie d'un soir
1496,2018-11-05,50 points,"Sont cassés, envolés les espoirs et nos cœurs défoncés"
1496,2018-12-15,30 points,Que tu vas mal dormir
1496,2019-07-31,20 points,Nos cœurs défoncés
1496,2019-08-06,5000 €,De raisons
1496,2019-08-06,10000 €,On s'est éloignés
1496,2019-08-06,20000 €,Partie pour un soir juste lui parler
1496,2019-08-06,50000 €,Voulais aller hypocrisie d'un soir les verres sont cassés
1496,2019-08-06,100000 €,T'ai oublié tu ne me fais plus rien et je pars voyager en pensant à demain
1496,2020-05-11,40 points,D'un soir les verres sont cassés
1496,2020-11-09,40 points,Mon chemin je ne le trouve plus
1496,2021-05-10,1000 €,La saison
1496,2021-05-10,2000 €,Et tout est terminé
1496,2021-05-10,5000 €,Envolés les espoirs et nos cœurs défoncés
1496,2021-05-10,10000 €,Partie seule dans la rue je cherche mon chemin
1496,2021-05-10,20000 €,Oublié tu ne me fais plus rien et je pars voyager en pensant à demain
1496,2021-06-23,50 points,"Sont cassés, envolés les espoirs et nos cœurs défoncés"
1496,2021-08-02,40 points,D’un couloir tu voulais aller
1496,2021-12-23,20 points,Vas mal dormir
1496,2022-01-02,50 points,Ne le trouve plus il me paraît bien loin
1496,2022-04-25,40 points,D'un soir les verres sont cassés
1498,2021-04-06,1000 €,De bleus
1498,2021-06-03,1000 €,La tête
1498,2022-06-04,40 points,Que je ne suis pas encore prête
1499,2015-08-27,1000 €,Ce soir
1499,2015-08-27,2000 €,Sans fumée sans alcool
1499,2015-08-27,5000 €,En elle se doutait entendait
1499,2015-08-27,10000 €,Comme de rien et mon père démuni a souri
1499,2015-08-27,20000 €,M'est promis pourquoi où et comment dans ce train qui s'éloigne chaque instant
1499,2016-01-01,30 points,Mon père démuni a souri
1499,2016-11-14,40 points,Se retourner s'éloigner un peu plus
1499,2018-07-17,20 points,L'air serein
1499,2020-06-08,50 points,Mes parents se doutent que mes larmes ont coulé
1499,2021-02-07,40 points,Et mon père démuni a souri
1499,2021-04-24,30 points,Ne pas se retourner
1499,2021-09-28,20 points,Un peu plus
1499,2021-11-24,20 points,Bloque la poitrine
1499,2021-12-25,40 points,Mes promesses et l'envie d'avancer
1499,2022-11-02,50 points,Dans ce train qui s’éloigne chaque instant
1500,2015-09-10,30 points,Une balade en mer
1500,2016-08-29,40 points,Jour sans sans en avoir l'air
1500,2018-04-09,50 points,Dépendance à l'amour pas de danse autour
1500,2018-12-27,40 points,A l'amour pas de danse autour
1500,2019-03-01,50 points,Que voudrais-tu faire une balade en mer
1500,2019-07-16,50 points,Dépendance à l'amour pas de danse autour
1500,2020-01-01,30 points,C'est celui qui revient
1500,2020-05-14,40 points,A l'amour pas de danse autour
1500,2020-06-22,20 points,Tu me remplaces
1500,2020-09-30,30 points,Une balade en mer
1500,2021-02-02,40 points,de l'orage dans l'air
1500,2021-04-17,50 points,Dans le mille essence térébenthine cachée dans la poitrine
1500,2021-05-20,20 points,Celui qui revient
1500,2021-07-22,50 points,C'est du velours et l'éternité une nécessité
1500,2021-09-15,20 points,Tu me remplaces
1500,2022-04-18,50 points,Que voudrais tu faire une ballade en mer
1500,2022-07-02,50 points,Dépendance à l'amour pas de danse autour
1501,2018-04-25,30 points,Ta fille est faite
1501,2018-09-29,40 points,Même heure où les coeurs se vident
1501,2018-12-07,1000 €,les parkings
1501,2018-12-07,2000 €,tout recommencera au printemps
1501,2018-12-07,5000 €,les rêves s'entassent dans les métros
1501,2018-12-07,10000 €,je trouve pas de sens à ma quête maman
1501,2018-12-07,20000 €,les cœurs se vident ces nuits où les promesses se tissent aussi vites qu'elles se dilapident
1501,2020-04-07,30 points,Ta fille est faite
1501,2020-09-14,1000 €,Les parkings
1501,2020-09-14,2000 €,des coups de blues
1501,2020-09-14,5000 €,rêves s'entassent dans les métros
1501,2020-09-14,10000 €,regardent de haut comme un oiseau sous les barreaux
1501,2021-01-18,50 points,Cette même heure où les cœurs se vident
1501,2021-08-31,30 points,De sens à ma quête
1501,2021-10-15,40 points,Aussi vite qu'elles se dilapident
1501,2022-02-24,20 points,Dans ma tête
1503,2020-01-20,30 points,Vais pas baisser les bras
1504,2017-04-07,20 points,Resteront bien gardés
1504,2020-06-20,50 points,Ce si joli bouquet de peut-être a fané
1504,2021-02-23,30 points,La douceur la beauté
1504,2021-07-07,20 points,Resteront bien gardés
1504,2021-10-30,30 points,Au centre ou dispersé
1505,2018-02-03,30 points,C'est plus pareil
1505,2018-04-14,40 points,On me bouscule je pense à toi
1505,2018-07-08,50 points,Je recule je pense à toi je suis ridicule
1505,2018-10-01,40 points,Si je recule je pense à toi
1505,2020-01-01,50 points,Je recule je pense à toi je suis ridicule
1505,2020-02-04,30 points,C'est plus pareil
1505,2020-03-08,40 points,Dépossédée je pense à toi trop fatiguée
1505,2021-01-23,40 points,À toi l’ombre d’un doute
1505,2021-02-04,40 points,On me bouscule je pense à toi
1505,2021-06-15,30 points,Quand on souriait pour rien
1505,2022-03-14,40 points,Trop de soleil je pense à toi
1505,2022-04-05,20 points,Je suis ridicule
1506,2018-04-07,30 points,Des histoires pour m'endormir
1506,2018-05-23,1000 €,en souvenir
1506,2018-12-03,1000 €,le pire
1506,2018-12-03,2000 €,que tu m'envoies
1506,2018-12-13,1000 €,d'aventure
1506,2018-12-13,2000 €,que tu me vois
1506,2018-12-13,5000 €,pour endormir ma peine et pour sourire
1506,2018-12-13,10000 €,avec des gens qui ne sont pas sur la Terre
1506,2020-03-03,30 points,Ma peine et pour sourire
1506,2020-12-12,30 points,Pas sur la terre
1506,2021-04-29,20 points,Tu m'envoies
1506,2022-11-04,10 points,M'endormir
1507,2017-09-19,20 points,Autour de moi
1507,2017-11-22,50 points,Tu te souviennes à l'amour à la haine
1507,2019-03-30,1000 €,te ramène
1507,2019-09-16,40 points,Mon sang dans tes veines encore
1507,2020-04-20,40 points,Mon sang dans tes veines encore
1507,2020-10-20,30 points,Le feu dans les cœurs
1507,2020-11-01,40 points,À l'amour à la haine
1507,2021-01-13,1000 €,Te ramène
1507,2021-01-13,2000 €,À marcher sur les toits
1507,2021-04-05,50 points,Chaud dehors et mon sang dans tes veines encore
1507,2022-03-28,20 points,Autour du monde
1507,2022-08-01,40 points,À l'amour à la haine
1508,2016-05-05,1000 €,Au combat
1509,2014-07-23,40 points,Que tu prennes parfois les devants
1509,2015-08-26,40 points,Tu te rappelles notre amourette éternelle artificielle
1509,2016-12-02,30 points,Tu prennes parfois les devants
1509,2017-02-10,20 points,Que j'entends
1509,2017-11-04,20 points,Que j'entends
1509,2017-11-17,20 points,Que j'entends
1509,2018-05-15,30 points,Celle que j'entends
1509,2018-07-24,20 points,Que j'entends
1509,2019-04-17,30 points,M'appelles plus souvent
1509,2019-06-08,30 points,Celle que j'entends
1509,2019-06-24,10 points,Plus souvent
1509,2020-11-18,20 points,Te ramènes devant
1509,2021-05-25,20 points,Parfois les devants
1509,2021-08-24,20 points,Que j'entends
1509,2021-09-04,20 points,Temps en temps
1509,2022-02-16,20 points,Temps en temps
1509,2022-04-16,30 points,Que tu te ramènes devant
1510,2018-06-08,40 points,Elle aime pas tous mes tics
1510,2018-08-02,20 points,Elle est passagère
1510,2019-09-21,20 points,Pas en cloque
1510,2020-04-25,20 points,Pas en cloque
1510,2021-04-05,30 points,Elle est pas fute-fute
1510,2021-06-03,10 points,Ma mère
1510,2021-09-28,20 points,Pas en cloque
1510,2022-03-25,1000 €,Pas froide
1511,2018-05-26,20 points,Des soirées brésiliennes
1511,2018-07-23,30 points,Pour les quatre saisons
1511,2019-01-06,30 points,Savoir pour ce soir
1511,2019-07-22,20 points,Transpirer mes sentiments
1511,2020-07-20,50 points,Volcan brûler mes os faire transpirer mes sentiments
1511,2021-05-07,50 points,Ou bien tout ça si c'est pas compris
1512,2013-11-01,20 points,Toute ma raison
1512,2014-01-13,50 points,D'espérances et je merde tout ça tout ça
1512,2016-02-09,50 points,Qu'on est bien partis pour une danse
1512,2017-09-21,20 points,Toute ma raison
1512,2017-11-21,20 points,Confiance en moi
1512,2018-05-23,50 points,Ta future vengeance que t'auras toi sur moi
1512,2018-09-04,40 points,Et je merde tout ça tout ça
1512,2019-11-01,30 points,Veux on parle de toi
1512,2020-02-09,20 points,Pour une fois
1512,2020-03-02,20 points,Toi sur moi
1512,2020-09-07,30 points,T'auras toi sur moi
1512,2020-10-19,50 points,On trace un trait un point dans notre espace
1512,2020-12-19,40 points,Ça ira pas plus loin tu vois
1512,2021-06-22,30 points,Partis pour une danse
1512,2021-08-05,20 points,Un mec sympa
1512,2021-12-10,30 points,Parlons de ta future vengeance
1512,2022-01-22,40 points,Que t'auras toi sur moi
1512,2022-02-23,30 points,Parlons de ta future vengeance
1512,2022-03-05,40 points,Ça ira pas plus loin tu vois
1515,2021-09-28,1000 €,galeries marchandes
1515,2022-02-05,1000 €,Excursions foireuses
1515,2022-05-01,1000 €,petit monde
1516,2014-11-07,1000 €,De facteur
1516,2016-11-15,50 points,Les nonnes et j'en suis tombé amoureux
1516,2017-01-23,50 points,Elle choisira l'impact trente mètres plus bas
1516,2017-09-22,1000 €,De facteur
1516,2017-09-22,2000 €,Ce genre de jeu
1516,2017-11-20,50 points,Au matin du dimanche l'endroit était désert
1516,2018-04-18,50 points,Au matin du dimanche l'endroit était désert
1516,2018-08-07,40 points,Je l'ai prise par les hanches
1516,2019-06-20,30 points,Ta petite blonde sexy
1516,2019-07-01,50 points,Au matin du dimanche l'endroit était désert
1516,2020-07-27,50 points,N'aurai pas le tact d'assumer mes ébats
1516,2020-09-01,50 points,Elle écrit que dimanche elle sera sur la falaise
1516,2020-12-31,40 points,Quelques fautes d’orthographe une légère dyslexie
1516,2021-07-05,40 points,Je l'ai prise par les hanches
1516,2021-11-09,40 points,De paraphe ta petite blonde sexy
1516,2022-02-17,50 points,Elle choisira l'impact trente mètres plus bas
1517,2013-07-02,50 points,Vénitiens découpent en tranches la moindre pervenche déshabillée
1517,2014-04-18,1000 €,Tes mollets
1517,2014-04-18,2000 €,La moindre pervenche déshabillée
1517,2014-12-15,40 points,Leurs dentelles au vent sur les balcons
1517,2015-01-29,1000 €,Le plexiglas
1517,2015-01-29,2000 €,Tes slips en coton
1517,2015-01-29,5000 €,Je maudis les méninges inventeurs du sèche-linge
1517,2015-01-29,10000 €,Qui vident leurs armoires en quête d'une décision
1517,2015-01-29,20000 €,Concurrence déloyale de ton chauffage central une buée dense interrompt ma transe
1517,2015-10-15,30 points,La moindre pervenche déshabillée
1517,2016-08-30,1000 €,Amour pantomime
1517,2016-08-30,2000 €,La moindre pervenche déshabillée
1517,2016-08-30,5000 €,Leurs dentelles au vent sur les balcons
1517,2016-08-30,10000 €,Caresse le plexiglas je maudis les méninges inventeurs du sèche-linge
1517,2016-08-30,20000 €,Qui vident leurs armoires en quête d'une décision dans une heure environ tu choisiras le jean
1517,2017-04-13,50 points,Qui sèchent leurs dentelles au vent sur les balcons
1517,2017-11-13,1000 €,Amour pantomime
1517,2017-11-13,2000 €,La moindre pervenche déshabillée
1517,2017-11-13,5000 €,Leurs dentelles au vent sur les balcons
1517,2017-11-13,10000 €,Plus de lèche-vitrine à ces cache-poitrine que tu séchais
1517,2017-11-13,20000 €,Qui vident leur armoire en quête d'une décision dans une heure environ tu choisiras le jean
1517,2018-05-25,40 points,Grand bal de tes slips en coton
1517,2018-08-19,40 points,Leurs dentelles au vent sur les balcons
1517,2019-03-29,50 points,Qui vident leurs armoires en quête d'une décision
1517,2019-07-26,30 points,Au vent sur les balcons
1517,2019-10-01,50 points,L'enfilera bien sûr dans mon champ de vision
1517,2019-10-23,50 points,Le plexiglas je maudis les méninges inventeurs du sèche-linge
1517,2020-05-03,50 points,Invitée au grand bal de tes slips en coton
1517,2020-08-21,30 points,Au vent sur les balcons
1517,2020-11-04,50 points,Qui vident leurs armoires en quête d'une décision
1517,2021-03-19,50 points,Stores vénitiens découpent en tranches la moindre pervenche déshabillée
1517,2021-04-23,30 points,De tes slips en coton
1517,2021-08-25,50 points,Plus de lèche-vitrines à ces cache-poitrine que tu séchais
1517,2021-12-10,40 points,Qui danses quand danse la mousseline
1517,2021-12-17,30 points,Au vent sur les balcons
1517,2022-03-18,50 points,Dans une heure environ tu choisiras le jean
1517,2022-04-18,30 points,Dans mon champ de vision
1520,2021-02-03,1000 €,Les palmiers
1520,2021-10-20,1000 €,coin secret
1521,2020-01-21,40 points,Faire mal je pourrais te blesser oui
1521,2020-06-27,40 points,Blesser oui dans la nuit qui frissonne
1521,2021-02-22,40 points,Aussi vorace aussi vivante que toi
1521,2021-04-07,20 points,Te faire mal
1521,2021-05-18,50 points,Je ne suis qu'un animal déguisé en madone
1521,2021-08-25,40 points,Sous ma poitrine une rage sommeille
1521,2021-11-29,40 points,Oui dans la nuit qui frissonne
1521,2022-04-23,50 points,Une rage sommeille que tu ne soupçonnes pas
